candidate_id,agent_batch_id,review_role,run_id,recommendation,trait_name,dataset_id,value_lower,value_lower_inclusive,value_upper,value_upper_inclusive,scale_factor,n_matched_records,confidence,rationale,evidence_reference,conflicts_or_uncertainty
735aca1279e6a25ca1f71ca33f70270959940db5bc0e9ae20ed9f203995f86e6,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The recovered greater-than-400 exclusion matches one record but lacks independent source evidence of an error.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_proposal_diagnostics.csv;pilot_historical_comparison.csv,Recovered selector alone cannot distinguish a unit issue from a valid record across two trait labels.
940f3291a12f489c4d1e96047e590742bf926b7e1adc1e2c4a0038c87a0c016c,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The sparse five-dataset distribution includes extremes but no source evidence supports selecting a particular record or scale.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical distribution changed and automated unit-pattern evidence is negative.
8180b859140050dc996f31c13e1d68a820c17039806be63c00e66b95b4765b13,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The four-dataset range requires source-level unit or measurement documentation before excluding any values.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical distribution changed and no atomic anomaly is identified.
9e0c974538744c992217319f179d7b08f4ed3b44155e24da11df42af1d1d6565,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The three-dataset distribution is uncertain and lacks evidence for a specific invalid record or unit transformation.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical distribution changed and the automated unit-pattern test is negative.
aeadec2147da858ebc640d0d1b7c43470211026ebb222e1511099c78a9d438f4,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The single high value and historical scale suggestion do not establish a source-wide unit correction without dataset documentation.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical distribution changed and no atomic selector is independently supported.
c27de0ddeaa7340c4e0602ba3277c6db5ea0a8c3c19f1408d88107779c129088,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,All records come from one dataset with values near 790 to 1060 so the supplied evidence cannot distinguish their recorded unit from an error.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Stable historical summary does not supply source-unit documentation or an atomic correction basis.
dfffddcae31539967717b5bfbb11f1128f6f6cf39507e7a3901506ccaba9315d,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The apparent 100-fold pattern across a few datasets requires primary source or dataset-unit evidence before scaling or exclusion.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical distribution changed and values occur under two trait labels.
7e8f1edb11f53ef713aaa8fb5adbf8976798e0457c97855b00b29e1380dd0064,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The five-dataset mixture under two trait labels lacks source-specific evidence for either the historical scale suggestion or a bounded correction.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical distribution changed and automated unit-pattern evidence is negative.
81af6341e5d7978ee43d58a4de3b2414860a0b9235da73ec338fdc547a4cc13f,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The two-dataset values are insufficient to identify an erroneous unit or atomic invalid interval.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical distribution changed and no unit-pattern evidence was detected.
f306b97baf34dd09e9b0077033ab821f853cb622167cfb6825f4174d0c34483c,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The automated retain-flagged outcome does not provide affirmative source evidence to close this candidate with a no-action decision.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,No historical review basis is available and three taxon outliers remain flagged.
4c5926f60d79b5e40f30dfc7849ea6a63e5d07e7f4b7d9b4ed1b451ba4a7944e,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The apparent 1000-fold separation is not enough to apply a correction without documentation of the contributing dataset units.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical summary is stable but unit-pattern evidence falls short of a confirmed source-specific conversion.
18958c5d7248b3b0668849f50a71bb8aa075062d39d43ea3fab167d895ccaab4,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The two-dataset distribution has no source evidence supporting exclusion or scaling of its low values.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical distribution changed and automated unit-pattern evidence is negative.
09d4c1c00b55e43f427fda8d3b65ba77a300a816f0c73ec8e621cbf6a70cd0c2,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The one apparent high value across two datasets lacks source-specific evidence for a correction.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Historical note calls this probably OK but the current distribution changed and no independent validation is supplied.
0b188cc5571c6f8429173abc4b6876762671fb0683a064e2f44dded5e47e4561,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The apparent 1000-fold cross-dataset separation needs dataset documentation before applying a unit conversion or exclusion.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Automated unit pattern is plausible but three datasets and 11 records do not establish a source-specific correction.
ec2e6d0f3e46c86117fb9583a3a89aa6a4d1062d4f33018f80c7e0493b23d35b,stem_specific_density_01,reviewer_a,pilot_20260814T200527Z_a,insufficient_evidence,,,,,,,,,low,The apparent 1000-fold cross-dataset separation needs dataset documentation before applying a unit conversion or exclusion.,pilot_candidate_recommendations.csv;pilot_dataset_evidence.csv;pilot_record_evidence.csv;pilot_historical_comparison.csv,Automated unit pattern is plausible but two datasets and 11 records do not establish a source-specific correction.
