"candidate_id","agent_batch_id","review_role","run_id","recommendation","trait_name","dataset_id","value_lower","value_lower_inclusive","value_upper","value_upper_inclusive","scale_factor","n_matched_records","confidence","rationale","evidence_reference","conflicts_or_uncertainty"
"735aca1279e6a25ca1f71ca33f70270959940db5bc0e9ae20ed9f203995f86e6","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'validate_recovered_proposal' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: TRUE; current evidence remains distributional rather than source-unit evidence."
"940f3291a12f489c4d1e96047e590742bf926b7e1adc1e2c4a0038c87a0c016c","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"8180b859140050dc996f31c13e1d68a820c17039806be63c00e66b95b4765b13","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"9e0c974538744c992217319f179d7b08f4ed3b44155e24da11df42af1d1d6565","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"aeadec2147da858ebc640d0d1b7c43470211026ebb222e1511099c78a9d438f4","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'changed_or_more_conservative' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"c27de0ddeaa7340c4e0602ba3277c6db5ea0a8c3c19f1408d88107779c129088","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: TRUE; current evidence remains distributional rather than source-unit evidence."
"dfffddcae31539967717b5bfbb11f1128f6f6cf39507e7a3901506ccaba9315d","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_unit_pattern' and historical comparison 'aligned_scale_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: TRUE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"7e8f1edb11f53ef713aaa8fb5adbf8976798e0457c97855b00b29e1380dd0064","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'changed_or_more_conservative' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"81af6341e5d7978ee43d58a4de3b2414860a0b9235da73ec338fdc547a4cc13f","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"f306b97baf34dd09e9b0077033ab821f853cb622167cfb6825f4174d0c34483c","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'retain_flagged_uncertain' and historical comparison 'no_historical_candidate' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"4c5926f60d79b5e40f30dfc7849ea6a63e5d07e7f4b7d9b4ed1b451ba4a7944e","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: TRUE; current evidence remains distributional rather than source-unit evidence."
"18958c5d7248b3b0668849f50a71bb8aa075062d39d43ea3fab167d895ccaab4","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"09d4c1c00b55e43f427fda8d3b65ba77a300a816f0c73ec8e621cbf6a70cd0c2","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_historical_drift' and historical comparison 'changed_or_more_conservative' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: FALSE; historical summary stable: FALSE; current evidence remains distributional rather than source-unit evidence."
"0b188cc5571c6f8429173abc4b6876762671fb0683a064e2f44dded5e47e4561","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_unit_pattern' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: TRUE; historical summary stable: TRUE; current evidence remains distributional rather than source-unit evidence."
"ec2e6d0f3e46c86117fb9583a3a89aa6a4d1062d4f33018f80c7e0493b23d35b","stem_specific_density_01","adjudicator","pilot_20260814T202200Z_adj","insufficient_evidence","","","","","","","","","agent_consensus","Both accepted blind reviews identically recommend insufficient_evidence without a correction selector. Deterministic outcome 'investigate_unit_pattern' and historical comparison 'aligned_review' do not provide source documentation for an exclusion or scale decision.","pilot_candidate_recommendations.csv; pilot_dataset_evidence.csv; pilot_record_evidence.csv; pilot_proposal_diagnostics.csv; pilot_historical_comparison.csv","No disagreement in recommendation or correction-selector fields between the two accepted blind reviews. Possible unit pattern: TRUE; historical summary stable: TRUE; current evidence remains distributional rather than source-unit evidence."
